stage,category,tier,cost,use,name,url,status,notes
build,vue-ui,top,free,"open-source, check the licence",Naive UI,https://www.naiveui.com,live,A Vue 3 Component Library. Fairly Complete. Customizable Themes. Uses TypeScript. Not too Slow. |
build,vue-ui,more,free,"open-source, check the licence",Vuestic,https://vuestic.dev,moved,Free and Open Source UI Library for Vue 3 🤘. |
build,vue-ui,more,free,"open-source, check the licence",Vue Final Modal,https://vue-final-modal.org,live,"Vue Final Modal is a tiny, renderless, mobile-friendly, feature-rich modal component for Vue.js. |"
build,vue-ui,more,free,"open-source, check the licence",Vuetensils,https://vuetensils.stegosource.com,moved,"Vuetensils is a lightweight component library for Vue 2.x that brings some of most common UI features, but only the bare"
build,vue-ui,more,free,"open-source, check the licence",NuxtLabs UI,https://ui.nuxtlabs.com/getting-started,moved,Fully styled and customizable components for Nuxt. |
build,vue-ui,more,free,"open-source, check the licence",shadcn-vue,https://www.shadcn-vue.com,live,Vue port of shadcn-ui. |
build,angular-ui,more,free,"open-source, check the licence",Material Angular,https://material.angular.io,moved,UI library for Angular based on Material design |
build,angular-ui,more,free,"open-source, check the licence",NG Bootstrap,https://ng-bootstrap.github.io/#/home,live,UI library for Angular based on the Bootstrap framework |
build,angular-ui,top,free,"open-source, check the licence",PrimeNG,https://www.primefaces.org/primeng/#,live,Powerful UI component library for Angular |
build,angular-ui,more,free,"open-source, check the licence",Onsen Angular,https://onsen.io/angular2,live,Hybrid mobile and PWA UI library for Angular and Onsen UI |
build,angular-ui,more,free,"open-source, check the licence",NG Lightning,https://ng-lightning.github.io/ng-lightning/#,live,Native Angular components & directives for Lightning Design System |
build,angular-ui,more,free,"open-source, check the licence",NG Semantic,https://github.com/vladotesanovic/ngSemantic,live,UI library for Angular based on Semantic UI |
build,angular-ui,top,free,"open-source, check the licence",Nebular,https://akveo.github.io/nebular,live,"Customizable UI Kit, Auth & Security for Angular |"
build,angular-ui,more,free,"open-source, check the licence",Alyle UI,https://alyle.io,moved,Minimal components set for Angular |
build,angular-ui,more,free,"open-source, check the licence",NGX Bootstrap,https://valor-software.com/ngx-bootstrap/#,live,Another UI library for Angular based on the Bootstrap framework |
build,angular-ui,more,free,"open-source, check the licence",NG Zorro,https://ng.ant.design,live,UI library for Angular based on Ant Design |
build,angular-ui,more,free,"open-source, check the licence",Pagination for datatables,https://www.npmjs.com/package/ngx-pagination,live,npm library for pagination |
build,angular-ui,more,free,"open-source, check the licence",Multi select dropdown,https://www.npmjs.com/package/ng-multiselect-dropdown,live,For multi select drop-dowm in forms |
build,angular-ui,more,free,"open-source, check the licence",NG Particles,https://particles.matteobruni.it,unverified,A lightweight Angular component for creating particles |
build,angular-ui,more,free,"open-source, check the licence",Covalent UI,https://teradata.github.io/covalent/v3/#,live,Angular UI Platform focused on solving common enterprise needs |
build,angular-ui,more,free,"open-source, check the licence",Clarity,https://clarity.design,live,CSS based Angular UI framework developed by VMware group |
build,angular-ui,more,free,"open-source, check the licence",Taiga UI,https://taiga-ui.dev,live,Taiga UI is fully-treeshakable Angular UI Kit consisting of multiple base libraries and several add-ons. |
build,angular-ui,more,free,"open-source, check the licence",ngx-admin,https://akveo.github.io/ngx-admin,live,Admin template based on Angular 10+ and Nebular |
build,angular-ui,more,free,"open-source, check the licence",spartan,https://www.spartan.ng,live,Cutting-edge tools powering Angular full-stack development. |
build,svelte-ui,top,free,"open-source, check the licence",Svelte Material UI,https://sveltematerialui.com,live,UI library for Svelte based on Material Design |
build,svelte-ui,more,free,"open-source, check the licence",SvelteStrap,https://bestguy.github.io/sveltestrap,live,UI library for Svelte based on the Bootstrap framework |
build,svelte-ui,more,free,"open-source, check the licence",Svelte Flat UI,https://svelteui.js.org,live,UI library for Svelte based on Flat Design |
build,svelte-ui,more,free,"open-source, check the licence",Attractions,https://illright.github.io/attractions,live,A pretty cool UI kit for Svelte |
build,svelte-ui,more,free,"open-source, check the licence",Svelteit,https://docs.svelteit.dev,live,A minimalistic UI/UX component library for Svelte and Sapper projects |
build,svelte-ui,top,free,"open-source, check the licence",Carbon Components Svelte,https://carbon-components-svelte.onrender.com,live,"A component library that implements the Carbon Design System, an open source design system by IBM.|"
build,svelte-ui,more,free,"open-source, check the licence",Radix Svelte,https://www.radix-svelte.com,live,This is a port of Radix UI for Svelte.|
build,svelte-ui,more,free,"open-source, check the licence",shadcn-svelte,https://www.shadcn-svelte.com,live,shadcn-svelte is an unofficial community-led Svelte port of shadcn/ui.|
build,svelte-ui,top,free,"open-source, check the licence",Skeleton,https://www.skeleton.dev,live,Skeleton is an open source UI toolkit built with Svelte + Tailwind that allows you to create reactive web interfaces usi
brand,design-inspiration,more,free,"gallery, for reference only",Websitevice,https://websitevice.com/,live,Gallery of professional website designs organized for browsing
brand,design-inspiration,top,free,"gallery, for reference only",CSS Zen Garden,http://csszengarden.com/,live,One HTML file restyled by hundreds of CSS-only themes
brand,design-inspiration,top,free,"gallery, for reference only",Behance,https://www.behance.net/,live,Adobe's portfolio network for design projects across disciplines
brand,design-inspiration,top,free,"gallery, for reference only",Dribbble,https://dribbble.com/,live,"Portfolio network of designer shots, strong on visual and brand work"
brand,design-inspiration,more,free,"gallery, for reference only",Landingfolio,https://landingfolio.com/,live,Landing page screenshots with templates and component examples
brand,design-inspiration,more,free,"gallery, for reference only",Foxyapps,https://foxyapps.co/,live,Screenshots of mobile app interfaces
brand,design-inspiration,more,free,"gallery, for reference only",Httpster,https://httpster.net/2020/apr/,live,Rolling showcase of current website designs
brand,design-inspiration,more,free,"gallery, for reference only",Land Book,https://land-book.com/,live,Large searchable collection of website screenshots
brand,design-inspiration,more,freemium,"gallery, for reference only",Frontend Mentor,https://www.frontendmentor.io/,live,"HTML, CSS and JavaScript challenges built from real designs"
brand,design-inspiration,top,free,"gallery, for reference only",Awwwards,https://www.awwwards.com/,live,Jury-scored awards for website design and development
brand,design-inspiration,top,free,"gallery, for reference only",Codrops,https://tympanus.net/codrops/,unverified,"UI experiments, patterns and tutorials for web interfaces"
brand,design-inspiration,more,free,"gallery, for reference only",SaaS Landing Page,https://saaslandingpage.com/,live,Landing page examples collected from SaaS companies
brand,design-inspiration,more,free,"gallery, for reference only",Saaspages.xyz,https://saaspages.xyz,live,Landing page sections organized by copywriting purpose
brand,design-inspiration,more,free,"gallery, for reference only",Screenlane,https://screenlane.com,moved,Web and mobile UI inspiration site with a newsletter
brand,design-inspiration,more,free,"gallery, for reference only",lapa ninja,https://www.lapa.ninja/,live,"Landing page screenshots, updated regularly"
build,code-examples,top,free,"third-party snippets, read the technique, re-author it",Freefrontend,https://freefrontend.com/,live,"Indexed CSS, HTML, JS and Tailwind demos with source. Aggregator: each demo belongs to its author under its own licence, often unstated, so treat it as reference and write your own implementation |"
build,code-examples,top,free,"third-party snippets, read the technique, re-author it",Freefrontend CSS examples,https://freefrontend.com/css-code-examples/,live,"282 CSS-only collections indexed by pattern. Best source for how an effect is achieved before you build it yourself |"
build,code-examples,more,free,"third-party snippets, read the technique, re-author it",Freefrontend HTML examples,https://freefrontend.com/html-code-examples/,live,"36 markup collections. Check the semantics before reusing them, the pens are not audited |"
build,code-examples,more,free,"third-party snippets, read the technique, re-author it",Freefrontend JavaScript examples,https://freefrontend.com/javascript-code-examples/,live,"218 behaviour and interaction collections. Almost never carry reduced-motion or keyboard support: add both |"
